"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TMAX","TMIN","WDMV"
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-01","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-02","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-03","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-04","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-05","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-06","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-07","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-08","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-09","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-10","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-11","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-12","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-13","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-14","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-15","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-16","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-17","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-18","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-19","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-20","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-21","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-22","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-23","0.00",,,,
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-24","0.33",,"85","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-25","0.01",,"88","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-26","0.00",,"92","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-27","0.20",,"99","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-28","0.00",,"93","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-29","0.00",,"92","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-30","0.01",,"92","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-05-31","0.00",,"93","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-01","0.00",,"95","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-02","0.00",,"96","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-03","0.00",,"94","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-04","0.00",,"97","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-05","0.00",,"93","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-06","0.11",,"94","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-07","0.00",,"89","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-08","0.00",,"93","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-09","0.00",,"94","65",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-10","0.32",,"94","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-11","0.43",,"90","65",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-12","0.83",,"92","65",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-13","0.00",,"91","65",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-14","0.00",,"94","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-15","0.00",,"91","65",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-16","0.00",,"92","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-17","0.53",,"93","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-18","1.68",,"92","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-19","0.00",,"87","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-20","0.51",,"90","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-21","0.00",,"92","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-22","0.00",,"95","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-23","0.02",,"95","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-24","0.00",,"94","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-25","0.00",,"95","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-26","0.00",,"94","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-27","0.40",,"92","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-28","0.00",,"93","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-29","0.00",,"94","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-06-30","0.00",,"94","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-01","0.00",,"94","64",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-02","0.84",,"92","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-03","1.69",,"92","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-04","0.61",,"93","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-05","0.23",,"94","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-06","0.00",,"92","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-07","0.00",,"92","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-08","0.00",,"94","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-09","0.06",,"89","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-10","0.18",,"90","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-11","0.00",,"92","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-12","0.00",,"93","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-13","0.00",,"94","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-14","0.00",,"94","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-15","0.00",,"95","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-16","0.00",,"95","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-17","0.00",,"96","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-18","0.00",,"94","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-19","0.00",,"95","72",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-20","0.04",,"94","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-21","0.00",,"94","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-22","0.98",,"91","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-23","0.09",,"93","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-24","0.36",,"93","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-25","0.00",,"95","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-26","0.20",,"92","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-27","0.30",,"92","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-28","0.38",,"89","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-29","0.19",,"84","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-30","0.44",,"87","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-07-31","0.00",,"93","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-01","0.72",,"94","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-02","0.00",,"95","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-03","0.32",,"95","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-04","0.17",,"93","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-05","0.07",,"93","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-06","0.00",,"94","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-07","0.00",,"95","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-08","0.00",,"95","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-09","0.00",,"98","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-10","0.00",,"96","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-11","0.03",,"96","73",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-12","0.06",,"97","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-13","0.20",,"93","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-14","0.16",,"95","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-15","0.00",,"93","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-16","0.00",,"95","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-17","0.09",,"93","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-18","0.02",,"94","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-19","1.28",,"95","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-20","0.00",,"96","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-21","0.06",,"90","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-22","0.07",,"90","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-23","0.00",,"92","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-24","0.01",,"92","78",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-25","0.00",,"94","72",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-26","0.15",,"95","72",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-27","0.02",,"93","72",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-28","0.10",,"97","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-29","0.00",,"93","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-30","0.00",,"93","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-08-31","0.19",,"91","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-01","0.00",,"90","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-02","0.00",,"90","68",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-03","0.07",,"91","64",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-04","0.54",,"95","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-05","0.30",,"89","64",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-06","0.00",,"91","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-07","0.00",,"92","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-08","0.99",,"94","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-09","1.53",,"90","67",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-10","0.00",,"91","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-11","0.00",,"93","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-12","0.02",,"94","66",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-13","1.18",,"83","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-14","0.24",,"83","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-15","0.00",,"92","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-16","0.02",,"92","72",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-17","0.11",,"94","70",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-18","0.02",,"87","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-19","0.63",,"92","71",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-20","0.57",,"89","69",
"USC00080611","BELLE GLADE, FL US","26.69278","-80.67111","6.1","1924-09-21","1.41",,"90","70",
